c124,c137,riso,mode,rsrc,ccable,fcross_hz,pm_deg,tdb_20k
470p,330p,47,1g,1m,470p,974762,67.0952,33.734
470p,330p,47,1g,1m,1n,967474,64.7558,33.7331
470p,330p,47,1g,1m,1.5n,950436,63.2422,33.7321
470p,330p,47,1g,1m,2.2n,921244,62.1359,33.7307
470p,330p,47,1g,1m,2.7n,901078,61.8423,33.7297
470p,330p,47,1g,1m,3.3n,879592,61.813,33.7283
470p,330p,47,1g,1m,4.7n,841626,62.3799,33.725
470p,330p,47,1g,1k,1f,967887,69.2777,33.7348
470p,330p,47,1g,1k,470p,974721,66.8251,33.734
470p,330p,47,1g,1k,1n,967435,64.4877,33.7331
470p,330p,47,1g,1k,1.5n,950400,62.9788,33.7321
470p,330p,47,1g,1k,2.2n,921212,61.8805,33.7307
470p,330p,47,1g,1k,2.7n,901049,61.5925,33.7297
470p,330p,47,1g,1k,3.3n,879565,61.5691,33.7283
470p,330p,47,1g,1k,4.7n,841603,62.1464,33.725
470p,330p,47,1g,2.5k,1f,967749,68.8778,33.7348
470p,330p,47,1g,2.5k,470p,974579,66.4228,33.734
470p,330p,47,1g,2.5k,1n,967297,64.0887,33.7331
470p,330p,47,1g,2.5k,1.5n,950275,62.5868,33.7321
470p,330p,47,1g,2.5k,2.2n,921102,61.5002,33.7307
470p,330p,47,1g,2.5k,2.7n,900948,61.2203,33.7297
470p,330p,47,1g,2.5k,3.3n,879473,61.2055,33.7283
470p,330p,47,1g,2.5k,4.7n,841523,61.7982,33.725
470p,330p,47,0.1,1m,1f,527786,109.784,23.7365
470p,330p,47,0.1,1m,470p,529878,108.548,23.7357
470p,330p,47,0.1,1m,1n,527483,107.267,23.7347
470p,330p,47,0.1,1m,1.5n,521279,106.234,23.7338
470p,330p,47,0.1,1m,2.2n,508418,105.113,23.7324
470p,330p,47,0.1,1m,2.7n,497815,104.519,23.7314
470p,330p,47,0.1,1m,3.3n,484842,103.988,23.7301
470p,330p,47,0.1,1m,4.7n,456942,103.275,23.7267
470p,330p,47,0.1,1k,1f,527773,109.638,23.7365
470p,330p,47,0.1,1k,470p,529865,108.401,23.7357
470p,330p,47,0.1,1k,1n,527470,107.12,23.7347
470p,330p,47,0.1,1k,1.5n,521267,106.09,23.7338
470p,330p,47,0.1,1k,2.2n,508408,104.971,23.7324
470p,330p,47,0.1,1k,2.7n,497805,104.381,23.7314
470p,330p,47,0.1,1k,3.3n,484833,103.854,23.7301
470p,330p,47,0.1,1k,4.7n,456936,103.148,23.7267
470p,330p,47,0.1,2.5k,1f,527728,109.419,23.7365
470p,330p,47,0.1,2.5k,470p,529819,108.181,23.7357
470p,330p,47,0.1,2.5k,1n,527425,106.902,23.7347
470p,330p,47,0.1,2.5k,1.5n,521225,105.874,23.7338
470p,330p,47,0.1,2.5k,2.2n,508370,104.761,23.7324
470p,330p,47,0.1,2.5k,2.7n,497772,104.175,23.7314
470p,330p,47,0.1,2.5k,3.3n,484803,103.653,23.7301
470p,330p,47,0.1,2.5k,4.7n,456912,102.959,23.7267
470p,330p,56,1g,1m,1f,967927,69.5461,33.7348
470p,330p,56,1g,1m,470p,973665,67.1206,33.734
470p,330p,56,1g,1m,1n,963372,64.9458,33.7331
470p,330p,56,1g,1m,1.5n,944144,63.6949,33.7321
470p,330p,56,1g,1m,2.2n,914457,62.9665,33.7306
470p,330p,56,1g,1m,2.7n,895440,62.8871,33.7296
470p,330p,56,1g,1m,3.3n,876131,63.0438,33.7282
470p,330p,56,1g,1m,4.7n,844062,63.8121,33.7246
470p,330p,56,1g,1k,1f,967887,69.2777,33.7348
470p,330p,56,1g,1k,470p,973624,66.8507,33.734
470p,330p,56,1g,1k,1n,963333,64.6789,33.7331
470p,330p,56,1g,1k,1.5n,944108,63.4333,33.7321
470p,330p,56,1g,1k,2.2n,914425,62.713,33.7306
470p,330p,56,1g,1k,2.7n,895411,62.6388,33.7296
470p,330p,56,1g,1k,3.3n,876104,62.8008,33.7282
470p,330p,56,1g,1k,4.7n,844038,63.5779,33.7246
470p,330p,56,1g,2.5k,1f,967749,68.8778,33.7348
470p,330p,56,1g,2.5k,470p,973483,66.4489,33.734
470p,330p,56,1g,2.5k,1n,963198,64.2815,33.7331
470p,330p,56,1g,2.5k,1.5n,943986,63.0437,33.7321
470p,330p,56,1g,2.5k,2.2n,914317,62.3353,33.7306
470p,330p,56,1g,2.5k,2.7n,895311,62.2687,33.7296
470p,330p,56,1g,2.5k,3.3n,876012,62.4385,33.7282
470p,330p,56,1g,2.5k,4.7n,843956,63.2286,33.7246
470p,330p,56,0.1,1m,1f,527786,109.784,23.7365
470p,330p,56,0.1,1m,470p,529539,108.555,23.7357
470p,330p,56,0.1,1m,1n,526054,107.315,23.7347
470p,330p,56,0.1,1m,1.5n,518578,106.357,23.7338
470p,330p,56,0.1,1m,2.2n,504207,105.382,23.7323
470p,330p,56,0.1,1m,2.7n,493007,104.903,23.7313
470p,330p,56,0.1,1m,3.3n,479801,104.508,23.7299
470p,330p,56,0.1,1m,4.7n,452934,104.065,23.7264
470p,330p,56,0.1,1k,1f,527773,109.638,23.7365
470p,330p,56,0.1,1k,470p,529526,108.408,23.7357
470p,330p,56,0.1,1k,1n,526042,107.169,23.7347
470p,330p,56,0.1,1k,1.5n,518566,106.213,23.7338
470p,330p,56,0.1,1k,2.2n,504196,105.242,23.7323
470p,330p,56,0.1,1k,2.7n,492998,104.766,23.7313
470p,330p,56,0.1,1k,3.3n,479792,104.375,23.7299
470p,330p,56,0.1,1k,4.7n,452928,103.939,23.7264
470p,330p,56,0.1,2.5k,1f,527728,109.419,23.7365
470p,330p,56,0.1,2.5k,470p,529480,108.189,23.7357
470p,330p,56,0.1,2.5k,1n,525997,106.951,23.7347
470p,330p,56,0.1,2.5k,1.5n,518525,105.998,23.7338
470p,330p,56,0.1,2.5k,2.2n,504160,105.033,23.7323
470p,330p,56,0.1,2.5k,2.7n,492965,104.562,23.7313
470p,330p,56,0.1,2.5k,3.3n,479763,104.176,23.7299
470p,330p,56,0.1,2.5k,4.7n,452905,103.751,23.7264
470p,330p,68,1g,1m,1f,967927,69.5461,33.7348
470p,330p,68,1g,1m,470p,972230,67.1583,33.734
470p,330p,68,1g,1m,1n,958480,65.2082,33.733
470p,330p,68,1g,1m,1.5n,937455,64.2733,33.7321
470p,330p,68,1g,1m,2.2n,908657,63.9353,33.7306
470p,330p,68,1g,1m,2.7n,891619,64.049,33.7294
470p,330p,68,1g,1m,3.3n,875327,64.348,33.7279
470p,330p,68,1g,1m,4.7n,850000,65.2074,33.7241
470p,330p,68,1g,1k,1f,967887,69.2777,33.7348
470p,330p,68,1g,1k,470p,972190,66.8889,33.734
470p,330p,68,1g,1k,1n,958441,64.9426,33.733
470p,330p,68,1g,1k,1.5n,937420,64.0134,33.7321
470p,330p,68,1g,1k,2.2n,908626,63.6833,33.7306
470p,330p,68,1g,1k,2.7n,891590,63.8018,33.7294
470p,330p,68,1g,1k,3.3n,875300,64.1052,33.7279
470p,330p,68,1g,1k,4.7n,849975,64.9716,33.7241
470p,330p,68,1g,2.5k,1f,967749,68.8778,33.7348
470p,330p,68,1g,2.5k,470p,972049,66.4876,33.734
470p,330p,68,1g,2.5k,1n,958309,64.5472,33.733
470p,330p,68,1g,2.5k,1.5n,937300,63.6264,33.7321
470p,330p,68,1g,2.5k,2.2n,908522,63.3078,33.7306
470p,330p,68,1g,2.5k,2.7n,891490,63.4331,33.7294
470p,330p,68,1g,2.5k,3.3n,875206,63.7431,33.7279
470p,330p,68,1g,2.5k,4.7n,849890,64.6198,33.7241
470p,330p,68,0.1,1m,1f,527786,109.784,23.7365
470p,330p,68,0.1,1m,470p,529091,108.566,23.7357
470p,330p,68,0.1,1m,1n,524246,107.382,23.7347
470p,330p,68,0.1,1m,1.5n,515298,106.525,23.7337
470p,330p,68,0.1,1m,2.2n,499539,105.73,23.7323
470p,330p,68,0.1,1m,2.7n,488006,105.385,23.7311
470p,330p,68,0.1,1m,3.3n,475036,105.137,23.7296
470p,330p,68,0.1,1m,4.7n,450124,104.979,23.7259
470p,330p,68,0.1,1k,1f,527773,109.638,23.7365
470p,330p,68,0.1,1k,470p,529078,108.419,23.7357
470p,330p,68,0.1,1k,1n,524234,107.236,23.7347
470p,330p,68,0.1,1k,1.5n,515286,106.381,23.7337
470p,330p,68,0.1,1k,2.2n,499529,105.592,23.7323
470p,330p,68,0.1,1k,2.7n,487997,105.249,23.7311
470p,330p,68,0.1,1k,3.3n,475028,105.005,23.7296
470p,330p,68,0.1,1k,4.7n,450118,104.854,23.7259
470p,330p,68,0.1,2.5k,1f,527728,109.419,23.7365
470p,330p,68,0.1,2.5k,470p,529032,108.2,23.7357
470p,330p,68,0.1,2.5k,1n,524191,107.019,23.7347
470p,330p,68,0.1,2.5k,1.5n,515246,106.168,23.7337
470p,330p,68,0.1,2.5k,2.2n,499495,105.385,23.7323
470p,330p,68,0.1,2.5k,2.7n,487966,105.047,23.7311
470p,330p,68,0.1,2.5k,3.3n,475000,104.808,23.7296
470p,330p,68,0.1,2.5k,4.7n,450095,104.667,23.7259
560p,100p,47,1g,1m,1f,794671,67.5228,32.222
560p,100p,47,1g,1m,470p,798268,65.5723,32.2214
560p,100p,47,1g,1m,1n,794607,63.6233,32.2206
560p,100p,47,1g,1m,1.5n,785429,62.2069,32.2198
560p,100p,47,1g,1m,2.2n,767819,60.9518,32.2186
560p,100p,47,1g,1m,2.7n,754494,60.4753,32.2176
560p,100p,47,1g,1m,3.3n,739334,60.2249,32.2165
560p,100p,47,1g,1m,4.7n,710249,60.4024,32.2135
560p,100p,47,1g,1k,1f,794650,67.3021,32.222
560p,100p,47,1g,1k,470p,798247,65.3507,32.2214
560p,100p,47,1g,1k,1n,794586,63.4027,32.2206
560p,100p,47,1g,1k,1.5n,785410,61.9888,32.2198
560p,100p,47,1g,1k,2.2n,767802,60.7385,32.2186
560p,100p,47,1g,1k,2.7n,754478,60.2657,32.2176
560p,100p,47,1g,1k,3.3n,739319,60.0195,32.2165
560p,100p,47,1g,1k,4.7n,710237,60.2051,32.2135
560p,100p,47,1g,2.5k,1f,794578,66.9729,32.222
560p,100p,47,1g,2.5k,470p,798174,65.0201,32.2214
560p,100p,47,1g,2.5k,1n,794515,63.0739,32.2206
560p,100p,47,1g,2.5k,1.5n,785344,61.6637,32.2198
560p,100p,47,1g,2.5k,2.2n,767742,60.4207,32.2186
560p,100p,47,1g,2.5k,2.7n,754423,59.9533,32.2176
560p,100p,47,1g,2.5k,3.3n,739269,59.7132,32.2165
560p,100p,47,1g,2.5k,4.7n,710192,59.9106,32.2135
560p,100p,47,0.1,1m,1f,265929,93.0692,22.2093
560p,100p,47,0.1,1m,470p,266052,92.477,22.2086
560p,100p,47,0.1,1m,1n,265896,91.8096,22.2078
560p,100p,47,0.1,1m,1.5n,265471,91.19,22.207
560p,100p,47,0.1,1m,2.2n,264456,90.3554,22.2058
560p,100p,47,0.1,1m,2.7n,263467,89.7923,22.2049
560p,100p,47,0.1,1m,3.3n,262060,89.1607,22.2038
560p,100p,47,0.1,1m,4.7n,258083,87.8998,22.2008
560p,100p,47,0.1,1k,1f,265928,92.9953,22.2093
560p,100p,47,0.1,1k,470p,266051,92.4031,22.2086
560p,100p,47,0.1,1k,1n,265896,91.7357,22.2078
560p,100p,47,0.1,1k,1.5n,265470,91.1163,22.207
560p,100p,47,0.1,1k,2.2n,264456,90.2819,22.2058
560p,100p,47,0.1,1k,2.7n,263466,89.719,22.2049
560p,100p,47,0.1,1k,3.3n,262059,89.0879,22.2038
560p,100p,47,0.1,1k,4.7n,258083,87.828,22.2008
560p,100p,47,0.1,2.5k,1f,265925,92.8847,22.2093
560p,100p,47,0.1,2.5k,470p,266048,92.2924,22.2086
560p,100p,47,0.1,2.5k,1n,265893,91.6251,22.2078
560p,100p,47,0.1,2.5k,1.5n,265468,91.0058,22.207
560p,100p,47,0.1,2.5k,2.2n,264453,90.1719,22.2058
560p,100p,47,0.1,2.5k,2.7n,263463,89.6095,22.2049
560p,100p,47,0.1,2.5k,3.3n,262057,88.9789,22.2038
560p,100p,47,0.1,2.5k,4.7n,258080,87.7207,22.2008
560p,100p,56,1g,1m,1f,794671,67.5228,32.222
560p,100p,56,1g,1m,470p,797711,65.5875,32.2214
560p,100p,56,1g,1m,1n,792437,63.7364,32.2205
560p,100p,56,1g,1m,1.5n,781647,62.5005,32.2197
560p,100p,56,1g,1m,2.2n,762974,61.5538,32.2185
560p,100p,56,1g,1m,2.7n,749839,61.2836,32.2175
560p,100p,56,1g,1m,3.3n,735602,61.2382,32.2163
560p,100p,56,1g,1m,4.7n,709994,61.7045,32.2131
560p,100p,56,1g,1k,1f,794650,67.3021,32.222
560p,100p,56,1g,1k,470p,797690,65.3659,32.2214
560p,100p,56,1g,1k,1n,792417,63.5164,32.2205
560p,100p,56,1g,1k,1.5n,781628,62.2835,32.2197
560p,100p,56,1g,1k,2.2n,762957,61.3419,32.2185
560p,100p,56,1g,1k,2.7n,749824,61.0753,32.2175
560p,100p,56,1g,1k,3.3n,735588,61.0339,32.2163
560p,100p,56,1g,1k,4.7n,709980,61.5072,32.2131
560p,100p,56,1g,2.5k,1f,794578,66.9729,32.222
560p,100p,56,1g,2.5k,470p,797617,65.0356,32.2214
560p,100p,56,1g,2.5k,1n,792348,63.1883,32.2205
560p,100p,56,1g,2.5k,1.5n,781563,61.9599,32.2197
560p,100p,56,1g,2.5k,2.2n,762899,61.026,32.2185
560p,100p,56,1g,2.5k,2.7n,749769,60.7646,32.2175
560p,100p,56,1g,2.5k,3.3n,735537,60.729,32.2163
560p,100p,56,1g,2.5k,4.7n,709935,61.2127,32.2131
560p,100p,56,0.1,1m,1f,265929,93.0692,22.2093
560p,100p,56,0.1,1m,470p,266031,92.4771,22.2086
560p,100p,56,0.1,1m,1n,265804,91.8116,22.2078
560p,100p,56,0.1,1m,1.5n,265270,91.1985,22.207
560p,100p,56,0.1,1m,2.2n,264056,90.3849,22.2058
560p,100p,56,0.1,1m,2.7n,262908,89.8466,22.2048
560p,100p,56,0.1,1m,3.3n,261323,89.2563,22.2036
560p,100p,56,0.1,1m,4.7n,256985,88.1316,22.2005
560p,100p,56,0.1,1k,1f,265928,92.9953,22.2093
560p,100p,56,0.1,1k,470p,266030,92.4031,22.2086
560p,100p,56,0.1,1k,1n,265803,91.7377,22.2078
560p,100p,56,0.1,1k,1.5n,265270,91.1248,22.207
560p,100p,56,0.1,1k,2.2n,264055,90.3115,22.2058
560p,100p,56,0.1,1k,2.7n,262908,89.7735,22.2048
560p,100p,56,0.1,1k,3.3n,261323,89.1836,22.2036
560p,100p,56,0.1,1k,4.7n,256984,88.0602,22.2005
560p,100p,56,0.1,2.5k,1f,265925,92.8847,22.2093
560p,100p,56,0.1,2.5k,470p,266028,92.2925,22.2086
560p,100p,56,0.1,2.5k,1n,265800,91.6272,22.2078
560p,100p,56,0.1,2.5k,1.5n,265267,91.0145,22.207
560p,100p,56,0.1,2.5k,2.2n,264052,90.2016,22.2058
560p,100p,56,0.1,2.5k,2.7n,262905,89.6642,22.2048
560p,100p,56,0.1,2.5k,3.3n,261320,89.0749,22.2036
560p,100p,56,0.1,2.5k,4.7n,256982,87.9533,22.2005
560p,100p,68,1g,1m,1f,794671,67.5228,32.222
560p,100p,68,1g,1m,470p,796978,65.6099,32.2214
560p,100p,68,1g,1m,1n,789769,63.8967,32.2205
560p,100p,68,1g,1m,1.5n,777380,62.8918,32.2197
560p,100p,68,1g,1m,2.2n,758291,62.2929,32.2184
560p,100p,68,1g,1m,2.7n,745952,62.2286,32.2174
560p,100p,68,1g,1m,3.3n,733319,62.3655,32.2161
560p,100p,68,1g,1m,4.7n,712230,63.0287,32.2126
560p,100p,68,1g,1k,1f,794650,67.3021,32.222
560p,100p,68,1g,1k,470p,796957,65.3886,32.2214
560p,100p,68,1g,1k,1n,789749,63.6774,32.2205
560p,100p,68,1g,1k,1.5n,777361,62.676,32.2197
560p,100p,68,1g,1k,2.2n,758275,62.0823,32.2184
560p,100p,68,1g,1k,2.7n,745937,62.0214,32.2174
560p,100p,68,1g,1k,3.3n,733304,62.1617,32.2161
560p,100p,68,1g,1k,4.7n,712217,62.8308,32.2126
560p,100p,68,1g,2.5k,1f,794578,66.9729,32.222
560p,100p,68,1g,2.5k,470p,796885,65.0586,32.2214
560p,100p,68,1g,2.5k,1n,789681,63.3505,32.2205
560p,100p,68,1g,2.5k,1.5n,777297,62.3541,32.2197
560p,100p,68,1g,2.5k,2.2n,758218,61.7681,32.2184
560p,100p,68,1g,2.5k,2.7n,745883,61.7122,32.2174
560p,100p,68,1g,2.5k,3.3n,733253,61.8577,32.2161
560p,100p,68,1g,2.5k,4.7n,712170,62.5354,32.2126
560p,100p,68,0.1,1m,1f,265929,93.0692,22.2093
560p,100p,68,0.1,1m,470p,266004,92.4772,22.2086
560p,100p,68,0.1,1m,1n,265682,91.8151,22.2078
560p,100p,68,0.1,1m,1.5n,265009,91.2125,22.2069
560p,100p,68,0.1,1m,2.2n,263549,90.4307,22.2057
560p,100p,68,0.1,1m,2.7n,262233,89.929,22.2047
560p,100p,68,0.1,1m,3.3n,260445,89.3967,22.2034
560p,100p,68,0.1,1m,4.7n,255823,88.4515,22.2
560p,100p,68,0.1,1k,1f,265928,92.9953,22.2093
560p,100p,68,0.1,1k,470p,266003,92.4033,22.2086
560p,100p,68,0.1,1k,1n,265682,91.7412,22.2078
560p,100p,68,0.1,1k,1.5n,265008,91.1388,22.2069
560p,100p,68,0.1,1k,2.2n,263548,90.3575,22.2057
560p,100p,68,0.1,1k,2.7n,262232,89.8561,22.2047
560p,100p,68,0.1,1k,3.3n,260444,89.3243,22.2034
560p,100p,68,0.1,1k,4.7n,255822,88.3803,22.2
560p,100p,68,0.1,2.5k,1f,265925,92.8847,22.2093
560p,100p,68,0.1,2.5k,470p,266000,92.2926,22.2086
560p,100p,68,0.1,2.5k,1n,265679,91.6307,22.2078
560p,100p,68,0.1,2.5k,1.5n,265006,91.0286,22.2069
560p,100p,68,0.1,2.5k,2.2n,263546,90.2478,22.2057
560p,100p,68,0.1,2.5k,2.7n,262230,89.747,22.2047
560p,100p,68,0.1,2.5k,3.3n,260442,89.216,22.2034
560p,100p,68,0.1,2.5k,4.7n,255820,88.2739,22.2
560p,150p,47,1g,1m,1f,796235,68.7335,32.2218
560p,150p,47,1g,1m,470p,799920,66.7848,32.2211
560p,150p,47,1g,1m,1n,796131,64.8322,32.2203
560p,150p,47,1g,1m,1.5n,786651,63.4097,32.2195
560p,150p,47,1g,1m,2.2n,768571,62.1415,32.2183
560p,150p,47,1g,1m,2.7n,754934,61.6533,32.2174
560p,150p,47,1g,1m,3.3n,739461,61.3871,32.2162
560p,150p,47,1g,1m,4.7n,709854,61.5271,32.2132
560p,150p,47,1g,1k,1f,796213,68.5124,32.2218
560p,150p,47,1g,1k,470p,799898,66.5627,32.2211
560p,150p,47,1g,1k,1n,796109,64.6113,32.2203
560p,150p,47,1g,1k,1.5n,786631,63.1914,32.2195
560p,150p,47,1g,1k,2.2n,768553,61.9282,32.2183
560p,150p,47,1g,1k,2.7n,754917,61.4438,32.2174
560p,150p,47,1g,1k,3.3n,739445,61.1818,32.2162
560p,150p,47,1g,1k,4.7n,709841,61.33,32.2132
560p,150p,47,1g,2.5k,1f,796138,68.1826,32.2218
560p,150p,47,1g,2.5k,470p,799822,66.2316,32.2211
560p,150p,47,1g,2.5k,1n,796034,64.2819,32.2203
560p,150p,47,1g,2.5k,1.5n,786562,62.8659,32.2195
560p,150p,47,1g,2.5k,2.2n,768491,61.6101,32.2183
560p,150p,47,1g,2.5k,2.7n,754860,61.1312,32.2174
560p,150p,47,1g,2.5k,3.3n,739393,60.8755,32.2162
560p,150p,47,1g,2.5k,4.7n,709794,61.0357,32.2132
560p,150p,47,0.1,1m,1f,275670,97.5239,22.211
560p,150p,47,0.1,1m,470p,275819,96.9116,22.2103
560p,150p,47,0.1,1m,1n,275630,96.2175,22.2095
560p,150p,47,0.1,1m,1.5n,275124,95.5701,22.2087
560p,150p,47,0.1,1m,2.2n,273935,94.6947,22.2075
560p,150p,47,0.1,1m,2.7n,272780,94.1026,22.2066
560p,150p,47,0.1,1m,3.3n,271118,93.4378,22.2055
560p,150p,47,0.1,1m,4.7n,266505,92.1082,22.2025
560p,150p,47,0.1,1k,1f,275669,97.4473,22.211
560p,150p,47,0.1,1k,470p,275818,96.835,22.2103
560p,150p,47,0.1,1k,1n,275630,96.1409,22.2095
560p,150p,47,0.1,1k,1.5n,275124,95.4936,22.2087
560p,150p,47,0.1,1k,2.2n,273934,94.6186,22.2075
560p,150p,47,0.1,1k,2.7n,272779,94.0267,22.2066
560p,150p,47,0.1,1k,3.3n,271118,93.3624,22.2055
560p,150p,47,0.1,1k,4.7n,266504,92.0341,22.2025
560p,150p,47,0.1,2.5k,1f,275666,97.3325,22.211
560p,150p,47,0.1,2.5k,470p,275815,96.7202,22.2103
560p,150p,47,0.1,2.5k,1n,275626,96.0262,22.2095
560p,150p,47,0.1,2.5k,1.5n,275120,95.3791,22.2087
560p,150p,47,0.1,2.5k,2.2n,273931,94.5046,22.2075
560p,150p,47,0.1,2.5k,2.7n,272776,93.9133,22.2066
560p,150p,47,0.1,2.5k,3.3n,271114,93.2496,22.2055
560p,150p,47,0.1,2.5k,4.7n,266502,91.9232,22.2025
560p,150p,56,1g,1m,1f,796235,68.7335,32.2218
560p,150p,56,1g,1m,470p,799347,66.7995,32.2211
560p,150p,56,1g,1m,1n,793863,64.9446,32.2203
560p,150p,56,1g,1m,1.5n,782775,63.7006,32.2195
560p,150p,56,1g,1m,2.2n,763624,62.739,32.2182
560p,150p,56,1g,1m,2.7n,750193,62.4561,32.2173
560p,150p,56,1g,1m,3.3n,735668,62.3947,32.2161
560p,150p,56,1g,1m,4.7n,709599,62.8266,32.2129
560p,150p,56,1g,1k,1f,796213,68.5124,32.2218
560p,150p,56,1g,1k,470p,799325,66.5776,32.2211
560p,150p,56,1g,1k,1n,793842,64.7243,32.2203
560p,150p,56,1g,1k,1.5n,782755,63.4833,32.2195
560p,150p,56,1g,1k,2.2n,763606,62.527,32.2182
560p,150p,56,1g,1k,2.7n,750176,62.2478,32.2173
560p,150p,56,1g,1k,3.3n,735653,62.1904,32.2161
560p,150p,56,1g,1k,4.7n,709586,62.6295,32.2129
560p,150p,56,1g,2.5k,1f,796138,68.1826,32.2218
560p,150p,56,1g,2.5k,470p,799249,66.2467,32.2211
560p,150p,56,1g,2.5k,1n,793770,64.3957,32.2203
560p,150p,56,1g,2.5k,1.5n,782687,63.1594,32.2195
560p,150p,56,1g,2.5k,2.2n,763545,62.2109,32.2182
560p,150p,56,1g,2.5k,2.7n,750120,61.937,32.2173
560p,150p,56,1g,2.5k,3.3n,735601,61.8856,32.2161
560p,150p,56,1g,2.5k,4.7n,709538,62.3353,32.2129
560p,150p,56,0.1,1m,1f,275670,97.5239,22.211
560p,150p,56,0.1,1m,470p,275794,96.9114,22.2103
560p,150p,56,0.1,1m,1n,275519,96.2184,22.2095
560p,150p,56,0.1,1m,1.5n,274889,95.5768,22.2087
560p,150p,56,0.1,1m,2.2n,273468,94.7219,22.2075
560p,150p,56,0.1,1m,2.7n,272130,94.155,22.2065
560p,150p,56,0.1,1m,3.3n,270250,93.5325,22.2053
560p,150p,56,0.1,1m,4.7n,265270,92.3438,22.2022
560p,150p,56,0.1,1k,1f,275669,97.4473,22.211
560p,150p,56,0.1,1k,470p,275793,96.8347,22.2103
560p,150p,56,0.1,1k,1n,275518,96.1418,22.2095
560p,150p,56,0.1,1k,1.5n,274888,95.5003,22.2087
560p,150p,56,0.1,1k,2.2n,273468,94.6459,22.2075
560p,150p,56,0.1,1k,2.7n,272129,94.0794,22.2065
560p,150p,56,0.1,1k,3.3n,270249,93.4574,22.2053
560p,150p,56,0.1,1k,4.7n,265269,92.27,22.2022
560p,150p,56,0.1,2.5k,1f,275666,97.3325,22.211
560p,150p,56,0.1,2.5k,470p,275790,96.7199,22.2103
560p,150p,56,0.1,2.5k,1n,275514,96.0271,22.2095
560p,150p,56,0.1,2.5k,1.5n,274885,95.386,22.2087
560p,150p,56,0.1,2.5k,2.2n,273464,94.5321,22.2075
560p,150p,56,0.1,2.5k,2.7n,272126,93.9661,22.2065
560p,150p,56,0.1,2.5k,3.3n,270246,93.3449,22.2053
560p,150p,56,0.1,2.5k,4.7n,265266,92.1597,22.2022
560p,150p,68,1g,1m,1f,796235,68.7335,32.2218
560p,150p,68,1g,1m,470p,798593,66.8214,32.2211
560p,150p,68,1g,1m,1n,791124,65.103,32.2203
560p,150p,68,1g,1m,1.5n,778404,64.0887,32.2194
560p,150p,68,1g,1m,2.2n,758839,63.4733,32.2181
560p,150p,68,1g,1m,2.7n,746238,63.3959,32.2171
560p,150p,68,1g,1m,3.3n,733353,63.5176,32.2158
560p,150p,68,1g,1m,4.7n,711881,64.1518,32.2124
560p,150p,68,1g,1k,1f,796213,68.5124,32.2218
560p,150p,68,1g,1k,470p,798570,66.5997,32.2211
560p,150p,68,1g,1k,1n,791104,64.8834,32.2203
560p,150p,68,1g,1k,1.5n,778384,63.8726,32.2194
560p,150p,68,1g,1k,2.2n,758822,63.2626,32.2181
560p,150p,68,1g,1k,2.7n,746222,63.1886,32.2171
560p,150p,68,1g,1k,3.3n,733338,63.3139,32.2158
560p,150p,68,1g,1k,4.7n,711867,63.9541,32.2124
560p,150p,68,1g,2.5k,1f,796138,68.1826,32.2218
560p,150p,68,1g,2.5k,470p,798495,66.2691,32.2211
560p,150p,68,1g,2.5k,1n,791033,64.5559,32.2203
560p,150p,68,1g,2.5k,1.5n,778318,63.5504,32.2194
560p,150p,68,1g,2.5k,2.2n,758761,62.9484,32.2181
560p,150p,68,1g,2.5k,2.7n,746165,62.8795,32.2171
560p,150p,68,1g,2.5k,3.3n,733285,63.01,32.2158
560p,150p,68,1g,2.5k,4.7n,711818,63.6589,32.2124
560p,150p,68,0.1,1m,1f,275670,97.5239,22.211
560p,150p,68,0.1,1m,470p,275761,96.9111,22.2103
560p,150p,68,0.1,1m,1n,275373,96.2205,22.2095
560p,150p,68,0.1,1m,1.5n,274583,95.5886,22.2086
560p,150p,68,0.1,1m,2.2n,272880,94.7657,22.2073
560p,150p,68,0.1,1m,2.7n,271332,94.2362,22.2064
560p,150p,68,0.1,1m,3.3n,269223,93.6737,22.2051
560p,150p,68,0.1,1m,4.7n,263949,92.6706,22.2017
560p,150p,68,0.1,1k,1f,275669,97.4473,22.211
560p,150p,68,0.1,1k,470p,275760,96.8345,22.2103
560p,150p,68,0.1,1k,1n,275372,96.144,22.2095
560p,150p,68,0.1,1k,1.5n,274582,95.5123,22.2086
560p,150p,68,0.1,1k,2.2n,272879,94.6898,22.2073
560p,150p,68,0.1,1k,2.7n,271331,94.1608,22.2064
560p,150p,68,0.1,1k,3.3n,269222,93.5988,22.2051
560p,150p,68,0.1,1k,4.7n,263948,92.5972,22.2017
560p,150p,68,0.1,2.5k,1f,275666,97.3325,22.211
560p,150p,68,0.1,2.5k,470p,275757,96.7197,22.2103
560p,150p,68,0.1,2.5k,1n,275369,96.0294,22.2095
560p,150p,68,0.1,2.5k,1.5n,274579,95.398,22.2086
560p,150p,68,0.1,2.5k,2.2n,272876,94.5763,22.2073
560p,150p,68,0.1,2.5k,2.7n,271328,94.0479,22.2064
560p,150p,68,0.1,2.5k,3.3n,269219,93.4868,22.2051
560p,150p,68,0.1,2.5k,4.7n,263946,92.4874,22.2017
560p,220p,47,1g,1m,1f,803537,69.6013,32.2215
560p,220p,47,1g,1m,470p,807379,67.6339,32.2208
560p,220p,47,1g,1m,1n,803415,65.6681,32.22
560p,220p,47,1g,1m,1.5n,793361,64.2485,32.2192
