k,mode,rsrc,rload,ccable,fcross_hz,pm_deg,tdb_10hz,tdb_20k
4,1g,2k,10k,4.7n,516608,62.8909,72.2795,28.9057
4,1g,2.5k,100k,1f,564098,67.0711,72.3832,28.923
4,1g,2.5k,100k,470p,564980,65.7495,72.3832,28.9225
4,1g,2.5k,100k,1n,562261,64.4789,72.3832,28.922
4,1g,2.5k,100k,1.5n,557050,63.5845,72.3832,28.9213
4,1g,2.5k,100k,1.8n,553137,63.1962,72.3832,28.9209
4,1g,2.5k,100k,2.2n,547506,62.8319,72.3832,28.9203
4,1g,2.5k,100k,2.7n,540374,62.578,72.3832,28.9196
4,1g,2.5k,100k,3.3n,532250,62.4902,72.3832,28.9185
4,1g,2.5k,100k,3.9n,524908,62.5594,72.3832,28.9174
4,1g,2.5k,100k,4.7n,516610,62.7885,72.3832,28.9158
4,1g,2.5k,10k,1f,563405,67.0842,72.2793,28.9128
4,1g,2.5k,10k,470p,564281,65.7815,72.2793,28.9123
4,1g,2.5k,10k,1n,561649,64.526,72.2793,28.9118
4,1g,2.5k,10k,1.5n,556549,63.6389,72.2794,28.9112
4,1g,2.5k,10k,1.8n,552709,63.252,72.2794,28.9108
4,1g,2.5k,10k,2.2n,547178,62.8865,72.2794,28.9102
4,1g,2.5k,10k,2.7n,540145,62.6291,72.2794,28.9094
4,1g,2.5k,10k,3.3n,532117,62.5353,72.2794,28.9084
4,1g,2.5k,10k,3.9n,524840,62.5981,72.2795,28.9073
4,1g,2.5k,10k,4.7n,516600,62.8196,72.2795,28.9057
4,0.1,1m,100k,1f,177482,87.1832,61.8532,18.9091
4,0.1,1m,100k,470p,177500,86.7897,61.8532,18.9087
4,0.1,1m,100k,1n,177406,86.3508,61.8532,18.9081
4,0.1,1m,100k,1.5n,177211,85.9463,61.8532,18.9075
4,0.1,1m,100k,1.8n,177046,85.71,61.8532,18.9071
4,0.1,1m,100k,2.2n,176774,85.4042,61.8532,18.9065
4,0.1,1m,100k,2.7n,176357,85.0392,61.8532,18.9058
4,0.1,1m,100k,3.3n,175756,84.6299,61.8532,18.9047
4,0.1,1m,100k,3.9n,175064,84.255,61.8532,18.9036
4,0.1,1m,100k,4.7n,174034,83.8111,61.8532,18.902
4,0.1,1m,10k,1f,177274,87.183,61.756,18.899
4,0.1,1m,10k,470p,177292,86.7952,61.7561,18.8986
4,0.1,1m,10k,1n,177201,86.3626,61.7561,18.898
4,0.1,1m,10k,1.5n,177010,85.9637,61.7561,18.8974
4,0.1,1m,10k,1.8n,176849,85.7306,61.7561,18.897
4,0.1,1m,10k,2.2n,176583,85.4287,61.7561,18.8964
4,0.1,1m,10k,2.7n,176175,85.0682,61.7561,18.8957
4,0.1,1m,10k,3.3n,175586,84.6635,61.7562,18.8947
4,0.1,1m,10k,3.9n,174908,84.2923,61.7562,18.8936
4,0.1,1m,10k,4.7n,173896,83.8522,61.7562,18.892
4,0.1,500,100k,1f,177482,87.1585,61.8532,18.9091
4,0.1,500,100k,470p,177500,86.7651,61.8532,18.9087
4,0.1,500,100k,1n,177406,86.3262,61.8532,18.9081
4,0.1,500,100k,1.5n,177211,85.9217,61.8532,18.9075
4,0.1,500,100k,1.8n,177046,85.6854,61.8532,18.9071
4,0.1,500,100k,2.2n,176774,85.3796,61.8532,18.9065
4,0.1,500,100k,2.7n,176357,85.0146,61.8532,18.9058
4,0.1,500,100k,3.3n,175756,84.6055,61.8532,18.9047
4,0.1,500,100k,3.9n,175064,84.2306,61.8532,18.9036
4,0.1,500,100k,4.7n,174033,83.7869,61.8532,18.902
4,0.1,500,10k,1f,177274,87.1583,61.756,18.899
4,0.1,500,10k,470p,177292,86.7706,61.7561,18.8986
4,0.1,500,10k,1n,177201,86.3379,61.7561,18.898
4,0.1,500,10k,1.5n,177010,85.9391,61.7561,18.8974
4,0.1,500,10k,1.8n,176849,85.706,61.7561,18.897
4,0.1,500,10k,2.2n,176583,85.4042,61.7561,18.8964
4,0.1,500,10k,2.7n,176174,85.0437,61.7561,18.8957
4,0.1,500,10k,3.3n,175586,84.6391,61.7562,18.8947
4,0.1,500,10k,3.9n,174908,84.268,61.7562,18.8936
4,0.1,500,10k,4.7n,173896,83.828,61.7562,18.892
4,0.1,1k,100k,1f,177482,87.1339,61.8532,18.9091
4,0.1,1k,100k,470p,177500,86.7404,61.8532,18.9087
4,0.1,1k,100k,1n,177406,86.3015,61.8532,18.9081
4,0.1,1k,100k,1.5n,177211,85.8971,61.8532,18.9075
4,0.1,1k,100k,1.8n,177046,85.6608,61.8532,18.9071
4,0.1,1k,100k,2.2n,176774,85.3551,61.8532,18.9065
4,0.1,1k,100k,2.7n,176357,84.9902,61.8532,18.9058
4,0.1,1k,100k,3.3n,175756,84.5811,61.8532,18.9047
4,0.1,1k,100k,3.9n,175064,84.2063,61.8532,18.9036
4,0.1,1k,100k,4.7n,174033,83.7627,61.8532,18.902
4,0.1,1k,10k,1f,177274,87.1337,61.756,18.899
4,0.1,1k,10k,470p,177292,86.746,61.7561,18.8986
4,0.1,1k,10k,1n,177201,86.3133,61.7561,18.898
4,0.1,1k,10k,1.5n,177010,85.9145,61.7561,18.8974
4,0.1,1k,10k,1.8n,176849,85.6814,61.7561,18.897
4,0.1,1k,10k,2.2n,176583,85.3797,61.7561,18.8964
4,0.1,1k,10k,2.7n,176174,85.0192,61.7561,18.8957
4,0.1,1k,10k,3.3n,175586,84.6147,61.7562,18.8947
4,0.1,1k,10k,3.9n,174908,84.2437,61.7562,18.8936
4,0.1,1k,10k,4.7n,173896,83.8038,61.7562,18.892
4,0.1,1.5k,100k,1f,177482,87.1092,61.8532,18.9091
4,0.1,1.5k,100k,470p,177500,86.7158,61.8532,18.9087
4,0.1,1.5k,100k,1n,177406,86.2769,61.8532,18.9081
4,0.1,1.5k,100k,1.5n,177211,85.8725,61.8532,18.9075
4,0.1,1.5k,100k,1.8n,177046,85.6363,61.8532,18.9071
4,0.1,1.5k,100k,2.2n,176774,85.3306,61.8532,18.9065
4,0.1,1.5k,100k,2.7n,176356,84.9657,61.8532,18.9058
4,0.1,1.5k,100k,3.3n,175756,84.5567,61.8532,18.9047
4,0.1,1.5k,100k,3.9n,175064,84.182,61.8532,18.9036
4,0.1,1.5k,100k,4.7n,174033,83.7386,61.8532,18.902
4,0.1,1.5k,10k,1f,177273,87.1091,61.756,18.899
4,0.1,1.5k,10k,470p,177291,86.7214,61.7561,18.8986
4,0.1,1.5k,10k,1n,177200,86.2887,61.7561,18.898
4,0.1,1.5k,10k,1.5n,177010,85.8899,61.7561,18.8974
4,0.1,1.5k,10k,1.8n,176849,85.6569,61.7561,18.897
4,0.1,1.5k,10k,2.2n,176583,85.3552,61.7561,18.8964
4,0.1,1.5k,10k,2.7n,176174,84.9948,61.7561,18.8957
4,0.1,1.5k,10k,3.3n,175586,84.5904,61.7562,18.8947
4,0.1,1.5k,10k,3.9n,174908,84.2195,61.7562,18.8936
4,0.1,1.5k,10k,4.7n,173896,83.7797,61.7562,18.892
4,0.1,2k,100k,1f,177481,87.0846,61.8532,18.9091
4,0.1,2k,100k,470p,177499,86.6912,61.8532,18.9087
4,0.1,2k,100k,1n,177406,86.2523,61.8532,18.9081
4,0.1,2k,100k,1.5n,177210,85.848,61.8532,18.9075
4,0.1,2k,100k,1.8n,177046,85.6118,61.8532,18.9071
4,0.1,2k,100k,2.2n,176774,85.3061,61.8532,18.9065
4,0.1,2k,100k,2.7n,176356,84.9412,61.8532,18.9058
4,0.1,2k,100k,3.3n,175756,84.5323,61.8532,18.9047
4,0.1,2k,100k,3.9n,175064,84.1578,61.8532,18.9036
4,0.1,2k,100k,4.7n,174033,83.7145,61.8532,18.902
4,0.1,2k,10k,1f,177273,87.0846,61.756,18.899
4,0.1,2k,10k,470p,177291,86.6968,61.7561,18.8986
4,0.1,2k,10k,1n,177200,86.2642,61.7561,18.898
4,0.1,2k,10k,1.5n,177010,85.8654,61.7561,18.8974
4,0.1,2k,10k,1.8n,176848,85.6324,61.7561,18.897
4,0.1,2k,10k,2.2n,176582,85.3307,61.7561,18.8964
4,0.1,2k,10k,2.7n,176174,84.9704,61.7561,18.8957
4,0.1,2k,10k,3.3n,175586,84.566,61.7562,18.8947
4,0.1,2k,10k,3.9n,174908,84.1952,61.7562,18.8936
4,0.1,2k,10k,4.7n,173896,83.7556,61.7562,18.892
4,0.1,2.5k,100k,1f,177481,87.0601,61.8532,18.9091
4,0.1,2.5k,100k,470p,177499,86.6666,61.8532,18.9087
4,0.1,2.5k,100k,1n,177406,86.2278,61.8532,18.9081
4,0.1,2.5k,100k,1.5n,177210,85.8234,61.8532,18.9075
4,0.1,2.5k,100k,1.8n,177045,85.5872,61.8532,18.9071
4,0.1,2.5k,100k,2.2n,176773,85.2816,61.8532,18.9065
4,0.1,2.5k,100k,2.7n,176356,84.9168,61.8532,18.9058
4,0.1,2.5k,100k,3.3n,175755,84.508,61.8532,18.9047
4,0.1,2.5k,100k,3.9n,175064,84.1335,61.8532,18.9036
4,0.1,2.5k,100k,4.7n,174033,83.6904,61.8532,18.902
4,0.1,2.5k,10k,1f,177273,87.06,61.756,18.899
4,0.1,2.5k,10k,470p,177291,86.6722,61.7561,18.8986
4,0.1,2.5k,10k,1n,177200,86.2396,61.7561,18.898
4,0.1,2.5k,10k,1.5n,177009,85.8409,61.7561,18.8974
4,0.1,2.5k,10k,1.8n,176848,85.6079,61.7561,18.897
4,0.1,2.5k,10k,2.2n,176582,85.3062,61.7561,18.8964
4,0.1,2.5k,10k,2.7n,176174,84.946,61.7561,18.8957
4,0.1,2.5k,10k,3.3n,175585,84.5417,61.7562,18.8947
4,0.1,2.5k,10k,3.9n,174907,84.171,61.7562,18.8936
4,0.1,2.5k,10k,4.7n,173895,83.7315,61.7562,18.892
5,1g,1m,100k,1f,672622,66.5221,72.3907,30.5432
5,1g,1m,100k,470p,674061,64.9225,72.3907,30.5426
5,1g,1m,100k,1n,669629,63.445,72.3907,30.5419
5,1g,1m,100k,1.5n,661389,62.5015,72.3907,30.5412
5,1g,1m,100k,1.8n,655607,62.1337,72.3907,30.5408
5,1g,1m,100k,2.2n,647587,61.8355,72.3907,30.5401
5,1g,1m,100k,2.7n,637958,61.6917,72.3907,30.5392
5,1g,1m,100k,3.3n,627539,61.7415,72.3907,30.5381
5,1g,1m,100k,3.9n,618627,61.9304,72.3907,30.5368
5,1g,1m,100k,4.7n,608964,62.2838,72.3907,30.535
5,1g,1m,10k,1f,671818,66.5321,72.2871,30.533
5,1g,1m,10k,470p,673247,64.9553,72.2871,30.5324
5,1g,1m,10k,1n,668931,63.495,72.2871,30.5317
5,1g,1m,10k,1.5n,660858,62.5572,72.2871,30.531
5,1g,1m,10k,1.8n,655185,62.1889,72.2871,30.5306
5,1g,1m,10k,2.2n,647282,61.8878,72.2872,30.5299
5,1g,1m,10k,2.7n,637773,61.7383,72.2872,30.5291
5,1g,1m,10k,3.3n,627454,61.7805,72.2872,30.528
5,1g,1m,10k,3.9n,618603,61.9625,72.2872,30.5267
5,1g,1m,10k,4.7n,608988,62.3083,72.2873,30.525
5,1g,500,100k,1f,672618,66.4285,72.3907,30.5432
5,1g,500,100k,470p,674056,64.8288,72.3907,30.5426
5,1g,500,100k,1n,669626,63.3519,72.3907,30.5419
5,1g,500,100k,1.5n,661386,62.4095,72.3907,30.5412
5,1g,500,100k,1.8n,655604,62.0425,72.3907,30.5408
5,1g,500,100k,2.2n,647583,61.7454,72.3907,30.5401
5,1g,500,100k,2.7n,637954,61.603,72.3907,30.5392
5,1g,500,100k,3.3n,627536,61.6542,72.3907,30.5381
5,1g,500,100k,3.9n,618624,61.8443,72.3907,30.5368
5,1g,500,100k,4.7n,608961,62.1991,72.3907,30.535
5,1g,500,10k,1f,671814,66.4386,72.2871,30.533
5,1g,500,10k,470p,673243,64.8617,72.2871,30.5324
5,1g,500,10k,1n,668927,63.402,72.2871,30.5317
5,1g,500,10k,1.5n,660854,62.4653,72.2871,30.531
5,1g,500,10k,1.8n,655182,62.0978,72.2871,30.5306
5,1g,500,10k,2.2n,647278,61.7978,72.2872,30.5299
5,1g,500,10k,2.7n,637770,61.6495,72.2872,30.5291
5,1g,500,10k,3.3n,627451,61.6932,72.2872,30.528
5,1g,500,10k,3.9n,618600,61.8765,72.2872,30.5267
5,1g,500,10k,4.7n,608985,62.2236,72.2873,30.525
5,1g,1k,100k,1f,672611,66.3352,72.3907,30.5432
5,1g,1k,100k,470p,674049,64.7352,72.3907,30.5426
5,1g,1k,100k,1n,669618,63.2589,72.3907,30.5419
5,1g,1k,100k,1.5n,661379,62.3177,72.3907,30.5412
5,1g,1k,100k,1.8n,655597,61.9516,72.3907,30.5408
5,1g,1k,100k,2.2n,647577,61.6555,72.3907,30.5401
5,1g,1k,100k,2.7n,637949,61.5145,72.3907,30.5392
5,1g,1k,100k,3.3n,627531,61.5671,72.3907,30.5381
5,1g,1k,100k,3.9n,618619,61.7584,72.3907,30.5368
5,1g,1k,100k,4.7n,608956,62.1145,72.3907,30.535
5,1g,1k,10k,1f,671806,66.3454,72.2871,30.533
5,1g,1k,10k,470p,673235,64.7683,72.2871,30.5324
5,1g,1k,10k,1n,668920,63.3092,72.2871,30.5317
5,1g,1k,10k,1.5n,660847,62.3736,72.2871,30.531
5,1g,1k,10k,1.8n,655176,62.0069,72.2871,30.5306
5,1g,1k,10k,2.2n,647272,61.7079,72.2872,30.5299
5,1g,1k,10k,2.7n,637764,61.561,72.2872,30.5291
5,1g,1k,10k,3.3n,627445,61.6061,72.2872,30.528
5,1g,1k,10k,3.9n,618595,61.7906,72.2872,30.5267
5,1g,1k,10k,4.7n,608980,62.1391,72.2873,30.525
5,1g,1.5k,100k,1f,672600,66.242,72.3907,30.5432
5,1g,1.5k,100k,470p,674038,64.6419,72.3907,30.5426
5,1g,1.5k,100k,1n,669608,63.1663,72.3907,30.5419
5,1g,1.5k,100k,1.5n,661369,62.2262,72.3907,30.5412
5,1g,1.5k,100k,1.8n,655588,61.8608,72.3907,30.5408
5,1g,1.5k,100k,2.2n,647568,61.5659,72.3907,30.5401
5,1g,1.5k,100k,2.7n,637940,61.4261,72.3907,30.5392
5,1g,1.5k,100k,3.3n,627523,61.4801,72.3907,30.5381
5,1g,1.5k,100k,3.9n,618611,61.6728,72.3907,30.5368
5,1g,1.5k,100k,4.7n,608949,62.0301,72.3907,30.535
5,1g,1.5k,10k,1f,671796,66.2524,72.2871,30.533
5,1g,1.5k,10k,470p,673225,64.6751,72.2871,30.5324
5,1g,1.5k,10k,1n,668910,63.2166,72.2871,30.5317
5,1g,1.5k,10k,1.5n,660837,62.2822,72.2871,30.531
5,1g,1.5k,10k,1.8n,655166,61.9162,72.2871,30.5306
5,1g,1.5k,10k,2.2n,647263,61.6183,72.2872,30.5299
5,1g,1.5k,10k,2.7n,637756,61.4727,72.2872,30.5291
5,1g,1.5k,10k,3.3n,627438,61.5192,72.2872,30.528
5,1g,1.5k,10k,3.9n,618588,61.7049,72.2872,30.5267
5,1g,1.5k,10k,4.7n,608973,62.0547,72.2873,30.525
5,1g,2k,100k,1f,672586,66.1491,72.3907,30.5432
5,1g,2k,100k,470p,674025,64.5488,72.3907,30.5426
5,1g,2k,100k,1n,669594,63.0738,72.3907,30.5419
5,1g,2k,100k,1.5n,661356,62.1349,72.3907,30.5412
5,1g,2k,100k,1.8n,655576,61.7703,72.3907,30.5408
5,1g,2k,100k,2.2n,647557,61.4764,72.3907,30.5401
5,1g,2k,100k,2.7n,637929,61.338,72.3907,30.5392
5,1g,2k,100k,3.3n,627513,61.3934,72.3907,30.5381
5,1g,2k,100k,3.9n,618601,61.5872,72.3907,30.5368
5,1g,2k,100k,4.7n,608939,61.9459,72.3907,30.535
5,1g,2k,10k,1f,671782,66.1595,72.2871,30.533
5,1g,2k,10k,470p,673211,64.5821,72.2871,30.5324
5,1g,2k,10k,1n,668896,63.1242,72.2871,30.5317
5,1g,2k,10k,1.5n,660824,62.1909,72.2871,30.531
5,1g,2k,10k,1.8n,655154,61.8257,72.2871,30.5306
5,1g,2k,10k,2.2n,647251,61.5289,72.2872,30.5299
5,1g,2k,10k,2.7n,637745,61.3846,72.2872,30.5291
5,1g,2k,10k,3.3n,627427,61.4325,72.2872,30.528
5,1g,2k,10k,3.9n,618578,61.6194,72.2872,30.5267
5,1g,2k,10k,4.7n,608964,61.9705,72.2873,30.525
5,1g,2.5k,100k,1f,672569,66.0563,72.3907,30.5432
5,1g,2.5k,100k,470p,674007,64.4559,72.3907,30.5426
5,1g,2.5k,100k,1n,669578,62.9816,72.3907,30.5419
5,1g,2.5k,100k,1.5n,661340,62.0437,72.3907,30.5412
5,1g,2.5k,100k,1.8n,655561,61.6799,72.3907,30.5408
5,1g,2.5k,100k,2.2n,647542,61.3872,72.3907,30.5401
5,1g,2.5k,100k,2.7n,637916,61.25,72.3907,30.5392
5,1g,2.5k,100k,3.3n,627500,61.3068,72.3907,30.5381
5,1g,2.5k,100k,3.9n,618589,61.5019,72.3907,30.5368
5,1g,2.5k,100k,4.7n,608928,61.8619,72.3907,30.535
5,1g,2.5k,10k,1f,671765,66.0669,72.2871,30.533
5,1g,2.5k,10k,470p,673194,64.4893,72.2871,30.5324
5,1g,2.5k,10k,1n,668880,63.032,72.2871,30.5317
5,1g,2.5k,10k,1.5n,660809,62.0999,72.2871,30.531
5,1g,2.5k,10k,1.8n,655139,61.7354,72.2871,30.5306
5,1g,2.5k,10k,2.2n,647237,61.4397,72.2872,30.5299
5,1g,2.5k,10k,2.7n,637731,61.2966,72.2872,30.5291
5,1g,2.5k,10k,3.3n,627414,61.3459,72.2872,30.528
5,1g,2.5k,10k,3.9n,618565,61.534,72.2872,30.5267
5,1g,2.5k,10k,4.7n,608952,61.8864,72.2873,30.525
5,0.1,1m,100k,1f,214125,87.6329,61.8599,20.5293
5,0.1,1m,100k,470p,214160,87.1569,61.8599,20.5287
5,0.1,1m,100k,1n,213996,86.6275,61.8599,20.528
5,0.1,1m,100k,1.5n,213654,86.1438,61.8599,20.5273
5,0.1,1m,100k,1.8n,213371,85.864,61.8599,20.5269
5,0.1,1m,100k,2.2n,212907,85.506,61.8599,20.5262
5,0.1,1m,100k,2.7n,212205,85.0863,61.8599,20.5253
5,0.1,1m,100k,3.3n,211212,84.6279,61.8599,20.5242
5,0.1,1m,100k,3.9n,210094,84.2217,61.8599,20.523
5,0.1,1m,100k,4.7n,208484,83.7613,61.8599,20.5212
5,0.1,1m,10k,1f,213868,87.6314,61.7629,20.5191
5,0.1,1m,10k,470p,213903,87.1623,61.763,20.5186
5,0.1,1m,10k,1n,213744,86.6404,61.763,20.5179
5,0.1,1m,10k,1.5n,213415,86.1632,61.763,20.5172
5,0.1,1m,10k,1.8n,213138,85.8871,61.763,20.5167
5,0.1,1m,10k,2.2n,212685,85.5336,61.763,20.5161
5,0.1,1m,10k,2.7n,211997,85.1187,61.763,20.5152
5,0.1,1m,10k,3.3n,211024,84.6649,61.7631,20.5141
5,0.1,1m,10k,3.9n,209927,84.2621,61.7631,20.5129
5,0.1,1m,10k,4.7n,208347,83.8045,61.7631,20.5112
5,0.1,500,100k,1f,214125,87.6031,61.8599,20.5293
5,0.1,500,100k,470p,214160,87.1272,61.8599,20.5287
5,0.1,500,100k,1n,213996,86.5978,61.8599,20.528
5,0.1,500,100k,1.5n,213654,86.1141,61.8599,20.5273
5,0.1,500,100k,1.8n,213371,85.8343,61.8599,20.5269
5,0.1,500,100k,2.2n,212907,85.4764,61.8599,20.5262
5,0.1,500,100k,2.7n,212205,85.0568,61.8599,20.5253
5,0.1,500,100k,3.3n,211212,84.5985,61.8599,20.5242
5,0.1,500,100k,3.9n,210094,84.1925,61.8599,20.523
5,0.1,500,100k,4.7n,208484,83.7323,61.8599,20.5212
5,0.1,500,10k,1f,213868,87.6016,61.7629,20.5191
5,0.1,500,10k,470p,213903,87.1326,61.763,20.5186
5,0.1,500,10k,1n,213744,86.6107,61.763,20.5179
5,0.1,500,10k,1.5n,213415,86.1335,61.763,20.5172
5,0.1,500,10k,1.8n,213138,85.8575,61.763,20.5167
5,0.1,500,10k,2.2n,212685,85.504,61.763,20.5161
5,0.1,500,10k,2.7n,211997,85.0892,61.763,20.5152
5,0.1,500,10k,3.3n,211024,84.6356,61.7631,20.5141
5,0.1,500,10k,3.9n,209926,84.2329,61.7631,20.5129
5,0.1,500,10k,4.7n,208347,83.7755,61.7631,20.5112
5,0.1,1k,100k,1f,214125,87.5733,61.8599,20.5293
5,0.1,1k,100k,470p,214160,87.0974,61.8599,20.5287
5,0.1,1k,100k,1n,213996,86.5681,61.8599,20.528
5,0.1,1k,100k,1.5n,213654,86.0844,61.8599,20.5273
5,0.1,1k,100k,1.8n,213371,85.8047,61.8599,20.5269
5,0.1,1k,100k,2.2n,212907,85.4468,61.8599,20.5262
5,0.1,1k,100k,2.7n,212205,85.0273,61.8599,20.5253
5,0.1,1k,100k,3.3n,211212,84.5692,61.8599,20.5242
5,0.1,1k,100k,3.9n,210094,84.1633,61.8599,20.523
5,0.1,1k,100k,4.7n,208484,83.7034,61.8599,20.5212
5,0.1,1k,10k,1f,213867,87.5719,61.7629,20.5191
5,0.1,1k,10k,470p,213903,87.1029,61.763,20.5186
5,0.1,1k,10k,1n,213744,86.581,61.763,20.5179
5,0.1,1k,10k,1.5n,213415,86.1039,61.763,20.5172
5,0.1,1k,10k,1.8n,213138,85.8278,61.763,20.5167
5,0.1,1k,10k,2.2n,212685,85.4745,61.763,20.5161
5,0.1,1k,10k,2.7n,211997,85.0598,61.763,20.5152
5,0.1,1k,10k,3.3n,211024,84.6063,61.7631,20.5141
5,0.1,1k,10k,3.9n,209926,84.2038,61.7631,20.5129
5,0.1,1k,10k,4.7n,208346,83.7466,61.7631,20.5112
5,0.1,1.5k,100k,1f,214124,87.5436,61.8599,20.5293
5,0.1,1.5k,100k,470p,214160,87.0677,61.8599,20.5287
5,0.1,1.5k,100k,1n,213995,86.5384,61.8599,20.528
5,0.1,1.5k,100k,1.5n,213654,86.0548,61.8599,20.5273
5,0.1,1.5k,100k,1.8n,213370,85.7751,61.8599,20.5269
5,0.1,1.5k,100k,2.2n,212907,85.4173,61.8599,20.5262
5,0.1,1.5k,100k,2.7n,212204,84.9979,61.8599,20.5253
5,0.1,1.5k,100k,3.3n,211212,84.5399,61.8599,20.5242
5,0.1,1.5k,100k,3.9n,210094,84.1342,61.8599,20.523
5,0.1,1.5k,100k,4.7n,208483,83.6745,61.8599,20.5212
5,0.1,1.5k,10k,1f,213867,87.5422,61.7629,20.5191
5,0.1,1.5k,10k,470p,213902,87.0732,61.763,20.5186
5,0.1,1.5k,10k,1n,213744,86.5514,61.763,20.5179
5,0.1,1.5k,10k,1.5n,213414,86.0743,61.763,20.5172
5,0.1,1.5k,10k,1.8n,213138,85.7983,61.763,20.5167
5,0.1,1.5k,10k,2.2n,212684,85.445,61.763,20.5161
5,0.1,1.5k,10k,2.7n,211996,85.0304,61.763,20.5152
5,0.1,1.5k,10k,3.3n,211023,84.577,61.7631,20.5141
5,0.1,1.5k,10k,3.9n,209926,84.1746,61.7631,20.5129
5,0.1,1.5k,10k,4.7n,208346,83.7177,61.7631,20.5112
5,0.1,2k,100k,1f,214124,87.514,61.8599,20.5293
5,0.1,2k,100k,470p,214159,87.038,61.8599,20.5287
5,0.1,2k,100k,1n,213995,86.5087,61.8599,20.528
5,0.1,2k,100k,1.5n,213653,86.0251,61.8599,20.5273
5,0.1,2k,100k,1.8n,213370,85.7455,61.8599,20.5269
5,0.1,2k,100k,2.2n,212906,85.3878,61.8599,20.5262
5,0.1,2k,100k,2.7n,212204,84.9685,61.8599,20.5253
5,0.1,2k,100k,3.3n,211211,84.5106,61.8599,20.5242
5,0.1,2k,100k,3.9n,210093,84.105,61.8599,20.523
5,0.1,2k,100k,4.7n,208483,83.6455,61.8599,20.5212
5,0.1,2k,10k,1f,213866,87.5126,61.7629,20.5191
5,0.1,2k,10k,470p,213902,87.0435,61.763,20.5186
5,0.1,2k,10k,1n,213743,86.5217,61.763,20.5179
5,0.1,2k,10k,1.5n,213414,86.0447,61.763,20.5172
5,0.1,2k,10k,1.8n,213137,85.7687,61.763,20.5167
5,0.1,2k,10k,2.2n,212684,85.4155,61.763,20.5161
5,0.1,2k,10k,2.7n,211996,85.001,61.763,20.5152
5,0.1,2k,10k,3.3n,211023,84.5478,61.7631,20.5141
5,0.1,2k,10k,3.9n,209926,84.1456,61.7631,20.5129
5,0.1,2k,10k,4.7n,208346,83.6888,61.7631,20.5112
5,0.1,2.5k,100k,1f,214123,87.4843,61.8599,20.5293
5,0.1,2.5k,100k,470p,214159,87.0084,61.8599,20.5287
5,0.1,2.5k,100k,1n,213994,86.4791,61.8599,20.528
5,0.1,2.5k,100k,1.5n,213653,85.9956,61.8599,20.5273
5,0.1,2.5k,100k,1.8n,213369,85.716,61.8599,20.5269
5,0.1,2.5k,100k,2.2n,212906,85.3583,61.8599,20.5262
5,0.1,2.5k,100k,2.7n,212203,84.9391,61.8599,20.5253
5,0.1,2.5k,100k,3.3n,211211,84.4814,61.8599,20.5242
5,0.1,2.5k,100k,3.9n,210093,84.076,61.8599,20.523
5,0.1,2.5k,100k,4.7n,208482,83.6167,61.8599,20.5212
5,0.1,2.5k,10k,1f,213866,87.483,61.7629,20.5191
5,0.1,2.5k,10k,470p,213901,87.0139,61.763,20.5186
5,0.1,2.5k,10k,1n,213743,86.4921,61.763,20.5179
5,0.1,2.5k,10k,1.5n,213413,86.0152,61.763,20.5172
5,0.1,2.5k,10k,1.8n,213137,85.7392,61.763,20.5167
5,0.1,2.5k,10k,2.2n,212683,85.386,61.763,20.5161
5,0.1,2.5k,10k,2.7n,211996,84.9717,61.763,20.5152
5,0.1,2.5k,10k,3.3n,211022,84.5186,61.7631,20.5141
5,0.1,2.5k,10k,3.9n,209925,84.1165,61.7631,20.5129
5,0.1,2.5k,10k,4.7n,208345,83.66,61.7631,20.5112
6,1g,1m,100k,1f,569370,66.955,72.3832,28.9231
6,1g,1m,100k,470p,570293,65.6184,72.3832,28.9227
6,1g,1m,100k,1n,567489,64.341,72.3832,28.9221
6,1g,1m,100k,1.5n,562002,63.4548,72.3832,28.9214
6,1g,1m,100k,1.8n,557981,63.0724,72.3832,28.921
6,1g,1m,100k,2.2n,552159,62.72,72.3832,28.9205
6,1g,1m,100k,2.7n,544808,62.4824,72.3832,28.9197
6,1g,1m,100k,3.3n,536426,62.4146,72.3832,28.9187
6,1g,1m,100k,3.9n,528963,62.4985,72.3832,28.9175
6,1g,1m,100k,4.7n,520455,62.7463,72.3832,28.9159
6,1g,1m,10k,1f,568666,66.9689,72.2793,28.9129
6,1g,1m,10k,470p,569583,65.6515,72.2793,28.9124
6,1g,1m,10k,1n,566853,64.3897,72.2793,28.9119
6,1g,1m,10k,1.5n,561496,63.51,72.2794,28.9113
6,1g,1m,10k,1.8n,557550,63.1287,72.2794,28.9109
6,1g,1m,10k,2.2n,551822,62.7752,72.2794,28.9103
6,1g,1m,10k,2.7n,544579,62.5336,72.2794,28.9095
6,1g,1m,10k,3.3n,536294,62.4595,72.2794,28.9086
6,1g,1m,10k,3.9n,528897,62.5371,72.2795,28.9074
6,1g,1m,10k,4.7n,520447,62.7771,72.2795,28.9058
6,1g,500,100k,1f,569368,66.8758,72.3832,28.9231
6,1g,500,100k,470p,570291,65.5391,72.3832,28.9227
6,1g,500,100k,1n,567486,64.2621,72.3832,28.9221
6,1g,500,100k,1.5n,562000,63.3767,72.3832,28.9214
6,1g,500,100k,1.8n,557979,62.9948,72.3832,28.921
6,1g,500,100k,2.2n,552157,62.6432,72.3832,28.9205
6,1g,500,100k,2.7n,544806,62.4066,72.3832,28.9197
6,1g,500,100k,3.3n,536424,62.34,72.3832,28.9187
